ProductKey,ProductName,CategoryName,SubcategoryName,ProductCost,ProductPrice,Profit,ProductColor,ProductSize,ProductStyle
451,Headlights - Dual-Beam,Accessories,Lights,14.4334,34.99,20.556600000000003,Unknown,0,0
452,Headlights - Weatherproof,Accessories,Lights,18.5584,44.99,26.431600000000003,Unknown,0,0
453,"Men's Sports Shorts, M",Clothing,Shorts,24.7459,59.99,35.2441,Black,M,M
454,"Men's Sports Shorts, L",Clothing,Shorts,24.7459,59.99,35.2441,Black,L,M
455,"Men's Sports Shorts, XL",Clothing,Shorts,24.7459,59.99,35.2441,Black,XL,M
456,"Women's Tights, S",Clothing,Tights,30.9334,74.99,44.056599999999996,Black,S,W
457,"Women's Tights, M",Clothing,Tights,30.9334,74.99,44.056599999999996,Black,M,W
458,"Women's Tights, L",Clothing,Tights,30.9334,74.99,44.056599999999996,Black,L,W
459,"Men's Bib-Shorts, S",Clothing,Bib-Shorts,37.1209,89.99,52.869099999999996,Multi,S,M
460,"Men's Bib-Shorts, M",Clothing,Bib-Shorts,37.1209,89.99,52.869099999999996,Multi,M,M
461,"Men's Bib-Shorts, L",Clothing,Bib-Shorts,37.1209,89.99,52.869099999999996,Multi,L,M
462,"Half-Finger Gloves, S",Clothing,Gloves,9.7136,23.5481,13.834500000000002,Black,S,U
464,"Half-Finger Gloves, M",Clothing,Gloves,9.7136,23.5481,13.834500000000002,Black,M,U
466,"Half-Finger Gloves, L",Clothing,Gloves,9.7136,23.5481,13.834500000000002,Black,L,U
468,"Full-Finger Gloves, S",Clothing,Gloves,15.6709,37.99,22.319100000000002,Black,S,U
469,"Full-Finger Gloves, M",Clothing,Gloves,15.6709,37.99,22.319100000000002,Black,M,U
470,"Full-Finger Gloves, L",Clothing,Gloves,15.6709,37.99,22.319100000000002,Black,L,U
471,"Classic Vest, S",Clothing,Vests,23.749,63.5,39.751000000000005,Blue,S,U
472,"Classic Vest, M",Clothing,Vests,23.749,63.5,39.751000000000005,Blue,M,U
473,"Classic Vest, L",Clothing,Vests,23.749,63.5,39.751000000000005,Blue,L,U
474,"Women's Mountain Shorts, S",Clothing,Shorts,26.1763,69.99,43.8137,Black,S,W
475,"Women's Mountain Shorts, M",Clothing,Shorts,26.1763,69.99,43.8137,Black,M,W
476,"Women's Mountain Shorts, L",Clothing,Shorts,26.1763,69.99,43.8137,Black,L,W
477,Water Bottle - 30 oz.,Accessories,Bottles and Cages,1.8663,4.99,3.1237000000000004,Unknown,0,0
478,Mountain Bottle Cage,Accessories,Bottles and Cages,3.7363,9.99,6.2537,Unknown,0,0
479,Road Bottle Cage,Accessories,Bottles and Cages,3.3623,8.99,5.627700000000001,Unknown,0,0
480,Patch Kit/8 Patches,Accessories,Tires and Tubes,0.8565,2.29,1.4335,Unknown,0,0
481,"Racing Socks, M",Clothing,Socks,3.3623,8.99,5.627700000000001,White,M,U
482,"Racing Socks, L",Clothing,Socks,3.3623,8.99,5.627700000000001,White,L,U
483,Hitch Rack - 4-Bike,Accessories,Bike Racks,44.88,120.0,75.12,Unknown,0,0
484,Bike Wash - Dissolver,Accessories,Cleaners,2.9733,7.95,4.9767,Unknown,0,0
485,Fender Set - Mountain,Accessories,Fenders,8.2205,21.98,13.759500000000001,Unknown,0,0
486,All-Purpose Bike Stand,Accessories,Bike Stands,59.466,159.0,99.53399999999999,Unknown,0,0
487,Hydration Pack - 70 oz.,Accessories,Hydration Packs,20.5663,54.99,34.423700000000004,Silver,70,0
488,"Short-Sleeve Classic Jersey, S",Clothing,Jerseys,41.5723,53.99,12.417700000000004,Yellow,S,U
489,"Short-Sleeve Classic Jersey, M",Clothing,Jerseys,41.5723,53.99,12.417700000000004,Yellow,M,U
490,"Short-Sleeve Classic Jersey, L",Clothing,Jerseys,41.5723,53.99,12.417700000000004,Yellow,L,U
491,"Short-Sleeve Classic Jersey, XL",Clothing,Jerseys,41.5723,53.99,12.417700000000004,Yellow,XL,U
492,"HL Touring Frame - Yellow, 60",Components,Touring Frames,601.7437,1003.91,402.1663,Yellow,60,U
493,"LL Touring Frame - Yellow, 62",Components,Touring Frames,199.8519,333.42,133.56810000000002,Yellow,62,U
494,"HL Touring Frame - Yellow, 46",Components,Touring Frames,601.7437,1003.91,402.1663,Yellow,46,U
495,"HL Touring Frame - Yellow, 50",Components,Touring Frames,601.7437,1003.91,402.1663,Yellow,50,U
496,"HL Touring Frame - Yellow, 54",Components,Touring Frames,601.7437,1003.91,402.1663,Yellow,54,U
497,"HL Touring Frame - Blue, 46",Components,Touring Frames,601.7437,1003.91,402.1663,Blue,46,U
498,"HL Touring Frame - Blue, 50",Components,Touring Frames,601.7437,1003.91,402.1663,Blue,50,U
499,"HL Touring Frame - Blue, 54",Components,Touring Frames,601.7437,1003.91,402.1663,Blue,54,U
500,"HL Touring Frame - Blue, 60",Components,Touring Frames,601.7437,1003.91,402.1663,Blue,60,U
501,Rear Derailleur,Components,Derailleurs,53.9282,121.46,67.5318,Silver,0,0
502,"LL Touring Frame - Blue, 50",Components,Touring Frames,199.8519,333.42,133.56810000000002,Blue,50,U
503,"LL Touring Frame - Blue, 54",Components,Touring Frames,199.8519,333.42,133.56810000000002,Blue,54,U
504,"LL Touring Frame - Blue, 58",Components,Touring Frames,199.8519,333.42,133.56810000000002,Blue,58,U
505,"LL Touring Frame - Blue, 62",Components,Touring Frames,199.8519,333.42,133.56810000000002,Blue,62,U
506,"LL Touring Frame - Yellow, 44",Components,Touring Frames,199.8519,333.42,133.56810000000002,Yellow,44,U
507,"LL Touring Frame - Yellow, 50",Components,Touring Frames,199.8519,333.42,133.56810000000002,Yellow,50,U
508,"LL Touring Frame - Yellow, 54",Components,Touring Frames,199.8519,333.42,133.56810000000002,Yellow,54,U
509,"LL Touring Frame - Yellow, 58",Components,Touring Frames,199.8519,333.42,133.56810000000002,Yellow,58,U
510,"LL Touring Frame - Blue, 44",Components,Touring Frames,199.8519,333.42,133.56810000000002,Blue,44,U
511,"ML Mountain Frame-W - Silver, 40",Components,Mountain Frames,199.3757,364.09,164.71429999999998,Silver,40,W
512,"ML Mountain Frame-W - Silver, 42",Components,Mountain Frames,199.3757,364.09,164.71429999999998,Silver,42,W
513,"ML Mountain Frame-W - Silver, 46",Components,Mountain Frames,199.3757,364.09,164.71429999999998,Silver,46,W
514,Rear Brakes,Components,Brakes,47.286,106.5,59.214,Silver,0,0
515,LL Mountain Seat/Saddle,Components,Saddles,12.0413,27.12,15.078700000000001,Unknown,0,0
516,ML Mountain Seat/Saddle,Components,Saddles,17.3782,39.14,21.7618,Unknown,0,0
517,HL Mountain Seat/Saddle,Components,Saddles,23.3722,52.64,29.2678,Unknown,0,0
518,LL Road Seat/Saddle,Components,Saddles,12.0413,27.12,15.078700000000001,Unknown,0,0
519,ML Road Seat/Saddle,Components,Saddles,17.3782,39.14,21.7618,Unknown,0,0
520,HL Road Seat/Saddle,Components,Saddles,23.3722,52.64,29.2678,Unknown,0,0
521,LL Touring Seat/Saddle,Components,Saddles,12.0413,27.12,15.078700000000001,Unknown,0,0
522,ML Touring Seat/Saddle,Components,Saddles,17.3782,39.14,21.7618,Unknown,0,0
523,HL Touring Seat/Saddle,Components,Saddles,23.3722,52.64,29.2678,Unknown,0,0
524,"LL Mountain Frame - Silver, 42",Components,Mountain Frames,144.5938,264.05,119.45620000000002,Silver,42,U
525,"LL Mountain Frame - Silver, 44",Components,Mountain Frames,144.5938,264.05,119.45620000000002,Silver,44,U
526,"LL Mountain Frame - Silver, 48",Components,Mountain Frames,144.5938,264.05,119.45620000000002,Silver,48,U
527,"LL Mountain Frame - Silver, 52",Components,Mountain Frames,144.5938,264.05,119.45620000000002,Silver,52,U
528,Mountain Tire Tube,Accessories,Tires and Tubes,1.8663,4.99,3.1237000000000004,Unknown,0,0
529,Road Tire Tube,Accessories,Tires and Tubes,1.4923,3.99,2.4977,Unknown,0,0
530,Touring Tire Tube,Accessories,Tires and Tubes,1.8663,4.99,3.1237000000000004,Unknown,0,0
531,"LL Mountain Frame - Black, 42",Components,Mountain Frames,136.785,249.79,113.005,Black,42,U
532,"LL Mountain Frame - Black, 44",Components,Mountain Frames,136.785,249.79,113.005,Black,44,U
533,"LL Mountain Frame - Black, 48",Components,Mountain Frames,136.785,249.79,113.005,Black,48,U
534,"LL Mountain Frame - Black, 52",Components,Mountain Frames,136.785,249.79,113.005,Black,52,U
535,LL Mountain Tire,Accessories,Tires and Tubes,9.3463,24.99,15.643699999999999,Unknown,0,0
536,ML Mountain Tire,Accessories,Tires and Tubes,11.2163,29.99,18.773699999999998,Unknown,0,0
537,HL Mountain Tire,Accessories,Tires and Tubes,13.09,35.0,21.91,Unknown,0,0
538,LL Road Tire,Accessories,Tires and Tubes,8.0373,21.49,13.452699999999998,Unknown,0,0
539,ML Road Tire,Accessories,Tires and Tubes,9.3463,24.99,15.643699999999999,Unknown,0,0
540,HL Road Tire,Accessories,Tires and Tubes,12.1924,32.6,20.407600000000002,Unknown,0,0
541,Touring Tire,Accessories,Tires and Tubes,10.8423,28.99,18.1477,Unknown,0,0
542,LL Mountain Pedal,Components,Pedals,17.9776,40.49,22.512400000000003,Silver/Black,0,0
543,ML Mountain Pedal,Components,Pedals,27.568,62.09,34.522000000000006,Silver/Black,0,0
544,HL Mountain Pedal,Components,Pedals,35.9596,80.99,45.03039999999999,Silver/Black,0,0
545,LL Road Pedal,Components,Pedals,17.9776,40.49,22.512400000000003,Silver/Black,0,0
546,ML Road Pedal,Components,Pedals,27.568,62.09,34.522000000000006,Silver/Black,0,0
547,HL Road Pedal,Components,Pedals,35.9596,80.99,45.03039999999999,Silver/Black,0,0
548,Touring Pedal,Components,Pedals,35.9596,80.99,45.03039999999999,Silver/Black,0,0
549,"ML Mountain Frame-W - Silver, 38",Components,Mountain Frames,199.3757,364.09,164.71429999999998,Silver,38,W
550,"LL Mountain Frame - Black, 40",Components,Mountain Frames,136.785,249.79,113.005,Black,40,U
551,"LL Mountain Frame - Silver, 40",Components,Mountain Frames,144.5938,264.05,119.45620000000002,Silver,40,U
552,Front Derailleur,Components,Derailleurs,40.6216,91.49,50.868399999999994,Silver,0,0
553,LL Touring Handlebars,Components,Handlebars,20.464,46.09,25.626000000000005,Unknown,0,0
554,HL Touring Handlebars,Components,Handlebars,40.6571,91.57,50.91289999999999,Unknown,0,0
555,Front Brakes,Components,Brakes,47.286,106.5,59.214,Silver,0,0
556,LL Crankset,Components,Cranksets,77.9176,175.49,97.57240000000002,Black,0,0
557,ML Crankset,Components,Cranksets,113.8816,256.49,142.60840000000002,Black,0,0
558,HL Crankset,Components,Cranksets,179.8156,404.99,225.17440000000002,Black,0,0
559,Chain,Components,Chains,8.9866,20.24,11.2534,Silver,0,0
560,"Touring-2000 Blue, 60",Bikes,Touring Bikes,755.1508,1214.85,459.6991999999999,Blue,60,U
561,"Touring-1000 Yellow, 46",Bikes,Touring Bikes,1481.9379,2384.07,902.1321000000003,Yellow,46,U
562,"Touring-1000 Yellow, 50",Bikes,Touring Bikes,1481.9379,2384.07,902.1321000000003,Yellow,50,U
563,"Touring-1000 Yellow, 54",Bikes,Touring Bikes,1481.9379,2384.07,902.1321000000003,Yellow,54,U
564,"Touring-1000 Yellow, 60",Bikes,Touring Bikes,1481.9379,2384.07,902.1321000000003,Yellow,60,U
565,"Touring-3000 Blue, 54",Bikes,Touring Bikes,461.4448,742.35,280.90520000000004,Blue,54,U
566,"Touring-3000 Blue, 58",Bikes,Touring Bikes,461.4448,742.35,280.90520000000004,Blue,58,U
567,"Touring-3000 Blue, 62",Bikes,Touring Bikes,461.4448,742.35,280.90520000000004,Blue,62,U
568,"Touring-3000 Yellow, 44",Bikes,Touring Bikes,461.4448,742.35,280.90520000000004,Yellow,44,U
569,"Touring-3000 Yellow, 50",Bikes,Touring Bikes,461.4448,742.35,280.90520000000004,Yellow,50,U
570,"Touring-3000 Yellow, 54",Bikes,Touring Bikes,461.4448,742.35,280.90520000000004,Yellow,54,U
571,"Touring-3000 Yellow, 58",Bikes,Touring Bikes,461.4448,742.35,280.90520000000004,Yellow,58,U
572,"Touring-3000 Yellow, 62",Bikes,Touring Bikes,461.4448,742.35,280.90520000000004,Yellow,62,U
573,"Touring-1000 Blue, 46",Bikes,Touring Bikes,1481.9379,2384.07,902.1321000000003,Blue,46,U
574,"Touring-1000 Blue, 50",Bikes,Touring Bikes,1481.9379,2384.07,902.1321000000003,Blue,50,U
575,"Touring-1000 Blue, 54",Bikes,Touring Bikes,1481.9379,2384.07,902.1321000000003,Blue,54,U
576,"Touring-1000 Blue, 60",Bikes,Touring Bikes,1481.9379,2384.07,902.1321000000003,Blue,60,U
577,"Touring-2000 Blue, 46",Bikes,Touring Bikes,755.1508,1214.85,459.6991999999999,Blue,46,U
578,"Touring-2000 Blue, 50",Bikes,Touring Bikes,755.1508,1214.85,459.6991999999999,Blue,50,U
579,"Touring-2000 Blue, 54",Bikes,Touring Bikes,755.1508,1214.85,459.6991999999999,Blue,54,U
580,"Road-350-W Yellow, 40",Bikes,Road Bikes,1082.51,1700.99,618.48,Yellow,40,W
581,"Road-350-W Yellow, 42",Bikes,Road Bikes,1082.51,1700.99,618.48,Yellow,42,W
582,"Road-350-W Yellow, 44",Bikes,Road Bikes,1082.51,1700.99,618.48,Yellow,44,W
583,"Road-350-W Yellow, 48",Bikes,Road Bikes,1082.51,1700.99,618.48,Yellow,48,W
584,"Road-750 Black, 58",Bikes,Road Bikes,343.6496,539.99,196.3404,Black,58,U
585,"Touring-3000 Blue, 44",Bikes,Touring Bikes,461.4448,742.35,280.90520000000004,Blue,44,U
